name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,location
"4600 Elmont Dr Austin, TX 78741",03/07/2020,62.4,43.2,51.9,62.4,43.2,51.9,40.4,66.0,0.001,100,4.17,rain,0,0,22.4,12.1,120.2,1028.3,52.1,9.9,72.3,6.4,4,,2020-03-07T06:49:27,2020-03-07T18:34:23,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",03/08/2020,75.0,44.9,60.2,75.0,44.9,60.2,50.7,73.0,0.0,0,0.0,,0,0,29.4,16.6,155.3,1023.6,67.1,9.1,122.7,10.0,5,,2020-03-08T07:48:17,2020-03-08T19:35:03,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",03/09/2020,68.2,64.4,65.8,68.2,64.4,65.8,62.5,89.3,0.195,100,41.67,rain,0,0,26.9,15.4,179.1,1021.2,85.7,7.9,29.1,2.6,1,,2020-03-09T07:47:07,2020-03-09T19:35:43,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,D9418",ELMONT
"4600 Elmont Dr Austin, TX 78741",03/10/2020,80.0,58.5,68.5,80.0,58.5,68.5,62.1,81.6,0.001,100,4.17,rain,0,0,18.8,8.8,186.2,1022.8,69.0,7.8,168.5,14.6,7,,2020-03-10T07:45:56,2020-03-10T19:36:22,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",03/11/2020,82.9,64.3,72.6,84.2,64.3,72.9,63.5,75.1,0.0,0,0.0,,0,0,23.8,13.9,193.0,1017.1,52.7,8.4,178.9,15.6,8,,2020-03-11T07:44:45,2020-03-11T19:37:01,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",03/12/2020,85.8,67.9,74.5,87.1,67.9,74.9,63.6,70.5,0.0,0,0.0,,0,0,25.5,14.3,179.9,1011.3,63.2,9.8,213.9,18.4,9,,2020-03-12T07:43:34,2020-03-12T19:37:40,0.6,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",03/13/2020,82.6,68.4,73.9,84.0,68.4,74.1,64.2,73.1,0.0,0,0.0,,0,0,26.4,15.9,151.3,1013.2,81.2,9.7,108.6,9.2,5,,2020-03-13T07:42:22,2020-03-13T19:38:19,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",03/14/2020,83.3,71.0,75.6,85.3,71.0,76.1,65.8,72.6,0.0,0,0.0,,0,0,28.0,13.6,154.4,1017.2,78.2,9.2,123.3,10.5,6,,2020-03-14T07:41:10,2020-03-14T19:38:58,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",03/15/2020,71.9,59.6,62.8,71.9,59.6,62.8,58.9,87.2,0.049,100,20.83,rain,0,0,18.3,12.2,19.1,1022.7,93.4,6.9,43.4,3.6,2,,2020-03-15T07:39:58,2020-03-15T19:39:36,0.7,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"KATT,KAUS,72064800230,E0214,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",03/16/2020,73.3,59.2,66.1,73.3,59.2,66.1,61.5,85.6,0.0,0,0.0,,0,0,21.9,12.7,75.1,1020.5,93.8,7.6,76.7,6.5,4,,2020-03-16T07:38:46,2020-03-16T19:40:14,0.75,Overcast,Cloudy skies throughout the day.,cloudy,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",03/17/2020,80.4,67.9,72.4,82.5,67.9,72.4,66.5,82.5,0.243,100,12.5,rain,0,0,35.6,14.4,143.3,1016.9,77.4,8.4,94.5,8.1,3,,2020-03-17T07:37:33,2020-03-17T19:40:52,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",03/18/2020,82.3,69.9,74.7,84.9,69.9,75.1,66.4,76.3,0.0,0,0.0,,0,0,25.6,15.5,163.9,1014.2,70.6,9.7,104.7,9.1,5,,2020-03-18T07:36:20,2020-03-18T19:41:30,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",03/19/2020,80.9,69.4,74.6,83.9,69.4,75.1,67.4,78.6,0.021,100,4.17,rain,0,0,28.6,13.9,165.9,1013.0,67.7,9.1,110.8,9.6,4,,2020-03-19T07:35:07,2020-03-19T19:42:08,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",03/20/2020,73.0,53.5,61.1,73.0,53.5,61.1,56.7,85.6,0.79,100,66.67,rain,0,0,37.8,20.2,16.2,1022.3,83.7,8.3,44.0,3.8,2,,2020-03-20T07:33:54,2020-03-20T19:42:45,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",03/21/2020,54.7,48.7,51.7,54.7,43.1,50.4,46.1,81.4,0.938,100,37.5,rain,0,0,26.6,14.5,12.9,1026.0,94.8,7.9,51.7,4.2,3,,2020-03-21T07:32:41,2020-03-21T19:43:23,0.91,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",03/22/2020,67.2,53.9,60.4,67.2,53.9,60.4,58.1,92.4,0.026,100,20.83,rain,0,0,9.2,6.8,23.3,1019.5,99.0,3.3,55.1,4.9,3,,2020-03-22T07:31:28,2020-03-22T19:44:00,0.94,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",03/23/2020,82.1,65.6,72.2,84.4,65.6,72.7,66.0,82.3,0.019,100,12.5,rain,0,0,23.9,12.8,175.8,1015.5,87.8,5.7,125.4,10.8,5,,2020-03-23T07:30:15,2020-03-23T19:44:37,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",03/24/2020,90.8,63.7,75.0,88.9,63.7,74.6,59.7,65.1,0.0,0,0.0,,0,0,22.8,11.3,228.1,1011.7,43.5,8.9,227.9,19.6,8,,2020-03-24T07:29:01,2020-03-24T19:45:14,0.0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",03/25/2020,88.6,54.8,71.1,90.3,54.8,71.8,60.7,72.3,0.0,0,0.0,,0,0,21.7,10.0,166.7,1011.6,19.5,8.3,230.7,19.8,8,,2020-03-25T07:27:48,2020-03-25T19:45:51,0.04,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",03/26/2020,87.1,66.9,75.7,89.4,66.9,76.6,66.6,75.1,0.0,0,0.0,,0,0,26.6,11.9,170.1,1009.1,52.0,7.8,185.9,16.2,7,,2020-03-26T07:26:35,2020-03-26T19:46:28,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",03/27/2020,88.2,69.4,77.1,91.4,69.4,78.2,67.4,74.0,0.0,0,0.0,,0,0,30.3,16.0,172.5,1006.4,67.5,8.9,164.1,14.2,6,,2020-03-27T07:25:22,2020-03-27T19:47:05,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",03/28/2020,78.4,53.9,71.0,78.4,53.9,71.0,56.4,66.0,0.08,100,25.0,rain,0,0,29.8,13.9,252.1,1009.8,63.2,8.5,124.5,10.5,6,,2020-03-28T07:24:09,2020-03-28T19:47:42,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",03/29/2020,78.5,49.1,64.4,78.5,49.1,64.4,44.6,53.5,0.0,0,0.0,,0,0,19.7,12.7,55.4,1018.5,53.0,9.9,186.9,16.2,7,,2020-03-29T07:22:56,2020-03-29T19:48:19,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",03/30/2020,70.6,63.9,67.0,70.6,63.9,67.0,60.7,81.4,0.365,100,41.67,rain,0,0,22.1,8.4,94.4,1013.9,89.4,6.0,16.7,1.4,1,,2020-03-30T07:21:44,2020-03-30T19:48:55,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",03/31/2020,71.8,56.0,64.7,71.8,56.0,64.7,55.9,75.3,0.001,100,4.17,rain,0,0,28.1,15.9,17.4,1015.3,47.1,8.3,235.3,20.5,9,,2020-03-31T07:20:31,2020-03-31T19:49:32,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"2210 FM 973, Austin, TX 78725",01/01/2020,56.9,50.0,53.7,56.9,48.8,53.7,37.2,54.7,0.0,0,0.0,,0,0,17.2,11.1,186.3,1014.7,97.2,9.6,29.5,2.5,2,,2020-01-01T07:27:00,2020-01-01T17:41:08,0.21,Overcast,Cloudy skies throughout the day.,cloudy,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",HORNSBY BEND
"2210 FM 973, Austin, TX 78725",01/02/2020,60.9,42.0,53.8,60.9,42.0,53.8,50.0,86.9,0.021,100,12.5,rain,0,0,16.6,9.1,167.4,1004.5,70.1,8.6,28.8,2.3,1,,2020-01-02T07:27:14,2020-01-02T17:41:51,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958",HORNSBY BEND
"2210 FM 973, Austin, TX 78725",01/03/2020,65.6,41.0,54.1,65.6,40.6,53.7,41.0,64.9,0.0,0,0.0,,0,0,25.6,15.0,310.8,1014.3,30.4,9.9,145.2,12.4,6,,2020-01-03T07:27:26,2020-01-03T17:42:35,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958",HORNSBY BEND
"2210 FM 973, Austin, TX 78725",01/04/2020,71.1,34.3,52.3,71.1,31.2,51.3,31.5,48.9,0.0,0,0.0,,0,0,18.3,7.9,282.5,1026.7,0.1,9.9,151.2,13.0,6,,2020-01-04T07:27:37,2020-01-04T17:43:19,0.31,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958",HORNSBY BEND
"2210 FM 973, Austin, TX 78725",01/05/2020,74.1,39.9,56.7,74.1,36.9,55.9,33.7,44.9,0.0,0,0.0,,0,0,25.1,20.5,207.8,1025.1,0.2,9.9,152.1,13.2,6,,2020-01-05T07:27:46,2020-01-05T17:44:05,0.34,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958",HORNSBY BEND
"2210 FM 973, Austin, TX 78725",01/06/2020,74.9,36.3,55.5,74.9,36.3,55.4,41.7,63.4,0.0,0,0.0,,0,0,26.0,16.1,240.5,1020.8,20.0,9.9,146.0,12.7,6,,2020-01-06T07:27:53,2020-01-06T17:44:51,0.37,Clear,Partly cloudy throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958",HORNSBY BEND
"2210 FM 973, Austin, TX 78725",01/07/2020,67.7,33.6,50.8,67.7,33.6,50.0,24.7,41.1,0.0,0,0.0,,0,0,24.4,15.8,2.1,1028.9,9.2,9.9,158.0,13.8,6,,2020-01-07T07:27:59,2020-01-07T17:45:38,0.4,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",HORNSBY BEND
"2210 FM 973, Austin, TX 78725",01/08/2020,70.9,27.4,50.3,70.9,26.3,50.2,36.0,60.8,0.0,0,0.0,,0,0,28.7,17.7,162.3,1024.5,38.1,9.9,150.7,13.0,6,,2020-01-08T07:28:03,2020-01-08T17:46:25,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",HORNSBY BEND
"2210 FM 973, Austin, TX 78725",01/09/2020,77.9,63.0,69.1,77.9,63.0,69.1,60.6,75.3,0.0,0,0.0,,0,0,30.6,20.2,169.5,1014.5,82.5,9.5,36.6,3.2,2,,2020-01-09T07:28:06,2020-01-09T17:47:14,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958",HORNSBY BEND
"2210 FM 973, Austin, TX 78725",01/10/2020,78.0,60.1,71.0,78.0,60.1,71.0,63.3,76.7,0.273,100,12.5,rain,0,0,35.9,27.4,168.1,1007.9,77.5,9.5,37.6,3.2,2,,2020-01-10T07:28:07,2020-01-10T17:48:02,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958",HORNSBY BEND
"2210 FM 973, Austin, TX 78725",01/11/2020,58.8,36.8,50.8,58.8,36.8,49.1,39.3,66.0,0.172,100,12.5,rain,0,0,29.2,18.1,321.9,1018.7,42.5,9.9,144.2,12.3,6,,2020-01-11T07:28:06,2020-01-11T17:48:52,0.53,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958",HORNSBY BEND
"2210 FM 973, Austin, TX 78725",01/12/2020,62.7,29.1,45.0,62.7,29.1,44.7,37.4,77.3,0.0,0,0.0,,0,0,20.6,12.0,179.1,1022.1,48.1,9.5,121.8,10.4,4,,2020-01-12T07:28:03,2020-01-12T17:49:42,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958",HORNSBY BEND
"2210 FM 973, Austin, TX 78725",01/13/2020,60.9,48.3,56.0,60.9,48.3,56.0,54.2,93.7,0.074,100,25.0,rain,0,0,11.2,4.4,89.5,1020.9,97.9,3.2,31.4,2.7,1,,2020-01-13T07:27:59,2020-01-13T17:50:32,0.6,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958",HORNSBY BEND
"2210 FM 973, Austin, TX 78725",01/14/2020,75.6,60.1,65.3,75.6,60.1,65.3,62.9,92.3,0.001,100,4.17,rain,0,0,16.3,9.6,163.6,1018.1,84.8,3.5,51.1,4.5,2,,2020-01-14T07:27:53,2020-01-14T17:51:23,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",HORNSBY BEND
"2210 FM 973, Austin, TX 78725",01/15/2020,81.9,67.2,73.2,83.6,67.2,73.4,66.9,82.0,0.011,100,8.33,rain,0,0,24.2,15.0,175.3,1017.2,78.9,7.2,86.9,7.7,3,,2020-01-15T07:27:45,2020-01-15T17:52:14,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",HORNSBY BEND
"2210 FM 973, Austin, TX 78725",01/16/2020,70.0,56.9,62.3,70.0,56.9,62.3,60.0,92.3,0.357,100,29.17,rain,0,0,20.8,15.6,12.7,1023.3,88.3,5.6,28.8,2.6,1,,2020-01-16T07:27:36,2020-01-16T17:53:06,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KATT,KAUS,72064800230,KEDC,TWB37,72254013904,EAUT2,72254413958",HORNSBY BEND
"2210 FM 973, Austin, TX 78725",01/17/2020,60.7,51.8,56.6,60.7,51.8,56.6,54.4,92.2,0.111,100,37.5,rain,0,0,26.6,7.6,334.2,1021.8,90.5,6.2,38.5,3.2,2,,2020-01-17T07:27:25,2020-01-17T17:53:58,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958",HORNSBY BEND
"2210 FM 973, Austin, TX 78725",01/18/2020,69.0,49.9,62.2,69.0,44.0,61.9,51.9,71.8,0.01,100,4.17,rain,0,0,29.5,19.8,2.9,1022.4,65.0,7.7,102.4,8.8,6,,2020-01-18T07:27:13,2020-01-18T17:54:50,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958",HORNSBY BEND
"2210 FM 973, Austin, TX 78725",01/19/2020,57.7,38.4,47.7,57.7,32.6,43.4,25.0,41.9,0.0,0,0.0,,0,0,29.8,20.9,16.0,1032.1,16.1,9.9,164.3,14.1,6,,2020-01-19T07:26:58,2020-01-19T17:55:42,0.82,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",HORNSBY BEND
"2210 FM 973, Austin, TX 78725",01/20/2020,61.0,31.1,44.8,61.0,31.1,44.2,28.1,56.7,0.0,0,0.0,,0,0,13.2,8.1,18.6,1034.3,32.1,9.9,163.3,14.1,6,,2020-01-20T07:26:42,2020-01-20T17:56:35,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2",HORNSBY BEND
"2210 FM 973, Austin, TX 78725",01/21/2020,61.9,39.1,50.9,61.9,39.1,50.9,34.6,56.9,0.0,0,0.0,,0,0,27.6,17.3,146.8,1029.4,68.6,9.9,123.0,10.7,6,,2020-01-21T07:26:25,2020-01-21T17:57:27,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958",HORNSBY BEND
"2210 FM 973, Austin, TX 78725",01/22/2020,58.8,47.8,53.7,58.8,42.9,52.8,51.2,91.5,0.904,100,83.33,rain,0,0,24.6,11.0,148.0,1016.8,92.8,5.2,13.8,1.2,1,,2020-01-22T07:26:06,2020-01-22T17:58:20,0.92,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KATT,KAUS,72064800230,KEDC,TWB37,72254013904,EAUT2,72254413958",HORNSBY BEND
"2210 FM 973, Austin, TX 78725",01/23/2020,65.8,42.8,54.4,65.8,42.8,54.2,48.0,80.6,0.005,100,4.17,rain,0,0,26.2,17.4,354.3,1015.4,36.9,7.6,153.3,13.3,6,,2020-01-23T07:25:45,2020-01-23T17:59:13,0.96,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",HORNSBY BEND
"2210 FM 973, Austin, TX 78725",01/24/2020,66.7,37.7,50.6,66.7,35.4,50.0,36.3,64.6,0.0,0,0.0,,0,0,14.1,9.6,321.2,1020.8,8.9,9.6,167.7,14.3,6,,2020-01-24T07:25:22,2020-01-24T18:00:06,0.0,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958",HORNSBY BEND
"2210 FM 973, Austin, TX 78725",01/25/2020,66.0,36.1,52.7,66.0,36.1,52.7,45.5,77.9,0.029,100,16.67,rain,0,0,27.2,18.5,174.9,1018.6,49.0,9.3,84.9,7.3,4,,2020-01-25T07:24:58,2020-01-25T18:00:59,0.03,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",HORNSBY BEND
"2210 FM 973, Austin, TX 78725",01/26/2020,77.0,48.5,62.7,77.0,46.6,62.6,51.6,72.0,0.011,100,4.17,rain,0,0,18.3,9.0,4.4,1015.1,30.4,7.0,171.0,14.8,6,,2020-01-26T07:24:33,2020-01-26T18:01:52,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",HORNSBY BEND
"2210 FM 973, Austin, TX 78725",01/27/2020,69.0,41.7,54.1,69.0,40.0,54.0,49.1,84.5,0.0,0,0.0,,0,0,21.0,12.3,143.2,1015.1,35.7,7.9,109.0,9.5,6,,2020-01-27T07:24:06,2020-01-27T18:02:44,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",HORNSBY BEND
"2210 FM 973, Austin, TX 78725",01/28/2020,73.0,50.1,58.5,73.0,50.1,58.5,48.5,72.5,0.242,100,20.83,rain,0,0,31.3,20.1,248.6,1012.6,49.4,8.2,123.6,10.7,6,,2020-01-28T07:23:37,2020-01-28T18:03:37,0.12,"Rain, Partially cloudy",Clearing in the afternoon with a chance of rain throughout the day.,rain,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958",HORNSBY BEND
"2210 FM 973, Austin, TX 78725",01/29/2020,61.9,44.0,51.6,61.9,39.3,49.2,38.3,61.4,0.0,0,0.0,,0,0,24.8,16.7,352.8,1017.5,9.9,9.9,185.5,16.1,7,,2020-01-29T07:23:07,2020-01-29T18:04:30,0.16,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",HORNSBY BEND
"2210 FM 973, Austin, TX 78725",01/30/2020,49.8,42.4,47.0,47.6,37.6,42.8,40.4,77.9,0.001,100,4.17,rain,0,0,18.1,12.2,19.3,1019.5,88.2,9.4,48.7,4.2,2,,2020-01-30T07:22:35,2020-01-30T18:05:22,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",HORNSBY BEND
"2210 FM 973, Austin, TX 78725",01/31/2020,61.0,40.4,50.0,61.0,38.7,48.6,38.6,66.7,0.0,0,0.0,,0,0,18.3,10.0,353.6,1021.6,54.3,9.9,148.9,12.9,7,,2020-01-31T07:22:02,2020-01-31T18:06:15,0.22,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",HORNSBY BEND
"2210 FM 973, Austin, TX 78725",02/01/2020,73.8,35.0,52.0,73.8,31.9,50.9,32.9,56.5,0.0,0,0.0,,0,0,23.0,11.3,281.1,1024.2,18.7,9.9,183.0,15.8,7,,2020-02-01T07:21:27,2020-02-01T18:07:07,0.25,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958",HORNSBY BEND
"2210 FM 973, Austin, TX 78725",02/02/2020,77.1,35.4,56.3,77.1,33.9,56.0,34.3,50.2,0.0,0,0.0,,0,0,28.3,18.1,196.3,1018.9,44.2,9.9,184.0,16.0,7,,2020-02-02T07:20:51,2020-02-02T18:07:59,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",HORNSBY BEND
"2210 FM 973, Austin, TX 78725",02/03/2020,73.0,54.4,64.3,73.0,54.4,64.3,56.1,75.4,0.0,0,0.0,,0,0,31.7,19.2,178.1,1009.9,65.9,9.9,56.6,4.9,3,,2020-02-03T07:20:13,2020-02-03T18:08:51,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",HORNSBY BEND
"2210 FM 973, Austin, TX 78725",02/04/2020,77.1,47.9,65.0,77.1,41.8,64.2,57.6,77.9,0.0,0,0.0,,0,0,29.6,23.0,50.6,1007.8,69.9,9.5,120.2,10.4,5,,2020-02-04T07:19:34,2020-02-04T18:09:42,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",HORNSBY BEND
"2210 FM 973, Austin, TX 78725",02/05/2020,46.9,35.0,41.1,39.4,26.5,32.8,34.0,76.2,0.01,100,4.17,"rain,snow",0,0,31.9,21.2,346.1,1011.3,96.4,8.3,49.6,4.4,2,,2020-02-05T07:18:54,2020-02-05T18:10:33,0.38,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,rain,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958",HORNSBY BEND
"2210 FM 973, Austin, TX 78725",02/06/2020,55.0,32.1,40.9,55.0,25.2,37.3,24.5,55.9,0.013,100,8.33,"rain,snow",0,0,26.2,15.5,312.6,1011.5,30.0,9.8,188.4,16.3,7,,2020-02-06T07:18:12,2020-02-06T18:11:24,0.42,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"KATT,KAUS,72064800230,KEDC,TWB37,72254013904,EAUT2,72254413958",HORNSBY BEND
